V1,V2,V3,V4,V5,V6,V7,V8,Class
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',9
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.445-0.675]\'','\'(0.655-inf)\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.675-inf)\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.675-inf)\'','\'(0.515-0.655]\'','\'(-inf-0.435]\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',7
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.445-0.675]\'','\'(0.655-inf)\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',9
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(-inf-0.445]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',8
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(0.655-inf)\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',8
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',8
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',3
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',9
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',3
'\'(0.675-inf)\'','\'(0.655-inf)\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',3
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',3
'\'(0.675-inf)\'','\'(0.515-0.655]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',3
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',3
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',3
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',3
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',3
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',3
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',3
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',3
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(0.655-inf)\'','\'(-inf-0.435]\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',3
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.675-inf)\'','\'(0.655-inf)\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',6
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.675-inf)\'','\'(0.655-inf)\'','\'(-inf-0.435]\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',6
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',9
'\'(0.675-inf)\'','\'(0.655-inf)\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',6
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',8
'\'(-inf-0.445]\'','\'(0.515-0.655]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',8
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(0.675-inf)\'','\'(0.655-inf)\'','\'(-inf-0.435]\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',6
'\'(0.675-inf)\'','\'(0.655-inf)\'','\'(-inf-0.435]\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',7
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',8
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.675-inf)\'','\'(0.655-inf)\'','\'(-inf-0.435]\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',6
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',8
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',8
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',9
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',9
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',8
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',8
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(-inf-0.15]\'',1
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',9
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',8
'\'(-inf-0.445]\'','\'(0.515-0.655]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',8
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',8
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',8
'\'(0.675-inf)\'','\'(0.655-inf)\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',6
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',10
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(0.25-inf)\'','\'All\'','\'(0.215-0.245]\'',2
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(0.25-inf)\'','\'All\'','\'(0.245-inf)\'',2
'\'(-inf-0.445]\'','\'(0.515-0.655]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',8
'\'(0.445-0.675]\'','\'(0.655-inf)\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',9
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(-inf-0.435]\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',8
'\'(0.675-inf)\'','\'(0.655-inf)\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',6
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',8
'\'(0.675-inf)\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',7
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(0.405-inf)\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',9
'\'(-inf-0.445]\'','\'(0.655-inf)\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',8
'\'(0.675-inf)\'','\'(0.655-inf)\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',6
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',8
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',8
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',8
'\'(0.675-inf)\'','\'(0.515-0.655]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',7
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',9
'\'(-inf-0.445]\'','\'(0.515-0.655]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',8
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',8
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',8
'\'(0.675-inf)\'','\'(0.655-inf)\'','\'(-inf-0.435]\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',6
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.675-inf)\'','\'(0.515-0.655]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',5
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',8
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',8
'\'(0.445-0.675]\'','\'(-inf-0.515]\'','\'(0.475-inf)\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',1
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',1
'\'(-inf-0.445]\'','\'(0.655-inf)\'','\'(0.435-0.475]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',8
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',8
'\'(-inf-0.445]\'','\'(-inf-0.515]\'','\'(0.435-0.475]\'','\'(0.325-0.405]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',10
'\'(-inf-0.445]\'','\'(0.515-0.655]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',8
'\'(0.675-inf)\'','\'(0.655-inf)\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.215-0.245]\'',5
'\'(0.445-0.675]\'','\'(0.515-0.655]\'','\'(-inf-0.435]\'','\'(-inf-0.325]\'','\'(-inf-0.75]\'','\'(-inf-0.25]\'','\'All\'','\'(0.245-inf)\'',8
